"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","explicit"
"Bust Your Windows",7662,"56z2qI0gKcPthQF6l8AW3E",0.683,0.664,5,0.8281,0,0.0332,0.538,0,0.0671,0.866,0.4921,0.1464,4,0.0728,15,1,0
"Gone",5626,"71lXNAROGX1zo6tX0MSnCS",0.647,0.901,7,0.8086,1,0.0437,0.0172,0,0.0527,0.581,0.5472,0.1363,4,0.0839,14,1,0
"Chinese Democracy",3426,"0zoK1L5JxJbyk7T2nw367B",0.474,0.8,2,0.6936,1,0.0775,0.000769,0.0309,0.131,0.156,0.6161,0.1569,4,0.1778,10,1,0
"4 Ever",7854,"6ubNZ5edKBKH3MQKatUY3S",0.683,0.657,6,0.6894,1,0.099,0.0279,0,0.367,0.764,0.4557,0.1194,4,0.2264,7,1,0
"Can't Fight The Moonlight",4918,"2AogRMqARWyUP7VQ3gmSoY",0.628,0.834,6,0.7827,0,0.0497,0.403,0,0.051,0.626,0.4502,0.1148,4,0.1599,9,1,0
"Feel Good Inc",7855,"0d28khcov6AiegSCpG5TuT",0.818,0.705,6,0.7754,1,0.177,0.00836,0.0023,0.613,0.772,0.6374,0.1192,4,0.2575,9,1,0
"Summer Nights",7460,"6fVCBBlHif6zfqXAEHKJy8",0.472,0.672,10,0.8116,0,0.212,0.358,0,0.108,0.392,0.3763,0.1482,4,0.1534,12,1,1
"Bossy",7856,"0Eu5SrReZzaJX0NLKI8tQS",0.906,0.624,4,0.7996,1,0.179,0.000185,0,0.0608,0.775,0.3864,0.1518,4,0.1079,14,1,0
"Follow Me",7676,"4KoecuyOpZaNFZ0UqVsllc",0.817,0.585,5,0.8183,1,0.0301,0.439,0,0.147,0.916,0.4831,0.1166,4,0.1149,10,1,1
"Salt Shaker",7857,"4Kd0FzFpOgIGxlBl4HXuFn",0.884,0.697,11,0.7895,1,0.128,0.0509,0,0.094,0.322,0.469,0.1377,4,0.0879,12,1,1
"Can't Deny It",7859,"7K4Aq4awgYvDKEJdEvvl4j",0.916,0.821,4,0.8306,0,0.15,0.0528,0,0.0635,0.592,0.4142,0.1714,4,0.1912,11,1,1
"This Fire",7861,"07ceEXOyS7ghQkyCOycXwP",0.447,0.993,7,0.8542,1,0.111,1.56e-05,0.027,0.474,0.108,0.6441,0.0987,4,0.1524,8,0,0
"Pon de Replay",7034,"4TsmezEQVSZNNPv5RJ65Ov",0.779,0.64,7,0.738,1,0.159,0.000155,8e-04,0.101,0.498,0.4555,0.1343,4,0.1375,13,1,0
"Sharara",3454,"1akzSqvnTzAxlyWYqTZcJX",0.602,0.891,6,0.7328,0,0.449,0.384,0.0023,0.335,0.548,0.4369,0.1652,4,0.1499,12,0,0
"Beep",7865,"5TXNLJ2EENAt3Tf9MX4kT2",0.935,0.745,7,0.7816,1,0.0431,0.00914,0,0.116,0.518,0.477,0.1234,4,0.1282,11,1,0
"Stupid Boy",6616,"2gL2Pm7OJkk0X5neLyqiKB",0.5,0.609,3,0.7638,1,0.0326,0.0822,3e-04,0.341,0.562,0.6711,0.2149,4,0.1374,18,1,0
"Breathe",7866,"6S9G7J3EB1ZY0rrZPwsBg5",0.498,0.486,1,0.7602,1,0.0273,0.373,0,0.113,0.17,0.6806,0.1449,4,0.2102,10,1,0
"The Chain Of Love",5107,"68AhslXGVDKUUyHnDkORGF",0.533,0.315,2,0.6101,1,0.0308,0.235,0,0.0939,0.316,0.6482,0.1702,4,0.0819,18,1,0
"Check My Brain",6133,"2O2ii9OPZYh1NBXo9FtE0Y",0.44,0.844,10,0.8479,1,0.0461,3.28e-06,0.0514,0.723,0.304,0.5243,0.1287,4,0.1327,11,1,0
"Ride Wit U",7872,"6EhWEvgOrOfqMcnuwIkbiL",0.796,0.615,2,0.8104,0,0.0712,0.0183,0,0.0463,0.733,0.4691,0.1374,4,0.1333,10,1,0
"Angels On The Moon",7873,"0pRfOWb0VgT5o8bws4iHvf",0.441,0.8,10,0.8489,1,0.0365,0.267,0,0.101,0.204,0.6946,0.138,4,0.1139,12,1,0
"Original Prankster",5099,"6gfDXAX85YWdVwxpbz0npv",0.664,0.877,2,0.8277,1,0.0334,0.000542,0,0.284,0.961,0.6753,0.1181,4,0.0956,13,1,1
"Graduation (Friends Forever)",7783,"45V4Mk7vZV2b9JfSWuUX9m",0.583,0.637,0,0.78,1,0.0459,0.00722,0.0419,0.177,0.315,0.368,0.1926,4,0.2853,10,1,0
"Tere Bina",7876,"4FeczSomVWVyU4FW7xDeAI",0.744,0.7,2,0.7542,1,0.0376,0.278,2e-04,0.068,0.866,0.6626,0.1733,4,0.1032,17,0,0
"Only U",6733,"3sckKKIx96cjPXtiqPHCTB",0.6,0.621,6,0.7992,0,0.0431,0.0375,0,0.188,0.278,0.4349,0.0966,4,0.0844,7,1,0
"Same Script, Different Cast",7877,"0XlEW7JnVJKgIs1jePjiyj",0.671,0.59,1,0.7887,0,0.0346,0.528,0,0.119,0.241,0.5427,0.1648,4,0.1481,16,1,0
"The Fixer",4726,"4J9qfNgyYFAkUK8oIOohN1",0.515,0.934,11,0.8099,0,0.0371,7.94e-05,0.0047,0.327,0.894,0.7003,0.0911,3,0.1295,9,1,0
"Sexy Movimiento",6788,"1Kgyx7NLtzsa3gWV1efGHu",0.815,0.757,10,0.7866,0,0.039,0.382,0,0.147,0.734,0.4829,0.1111,4,0.1439,10,1,0
"Rock Against Ass",7763,"2kj5vJQYnPQ9vx1dwlIuKw",0.331,0.96,2,0.8557,1,0.0508,0.00048,0,0.832,0.543,0.7551,0.1231,4,0.2079,12,0,0
"Read My Mind",6925,"7cX4PJz1old9fyFI8RlfgW",0.543,0.917,1,0.8462,1,0.0444,0.00572,1e-04,0.104,0.329,0.6083,0.1343,4,0.1251,11,1,0
"Bag Lady",6348,"7BgUcOjSOlKJXASLgJ6bx1",0.724,0.416,5,0.7261,0,0.0841,0.365,0,0.0969,0.578,0.6954,0.1978,4,0.1456,15,1,0
"If This Isn't Love",7826,"0o6IWuQ9Uxt69jKdVZ1eg2",0.567,0.777,4,0.845,1,0.0448,0.209,0,0.106,0.403,0.5973,0.1153,4,0.0737,12,1,0
"Int'l Players Anthem (I Choose You)",7884,"2bQdgtO42TfS37YWupeMrr",0.697,0.681,4,0.8098,0,0.219,0.0598,0,0.301,0.82,0.3581,0.1418,4,0.3688,10,1,1
"Rain",6936,"7wiweCvxdbBw2mTP3AaY9q",0.599,0.801,1,0.8135,0,0.0276,0.0285,0,0.126,0.65,0.4368,0.14,4,0.0851,9,0,0
"Absolutely (Story Of A Girl)",6955,"3mNecsYFb6LQg7822DPXCP",0.481,0.94,7,0.8072,1,0.066,0.000891,0,0.0939,0.66,0.4439,0.0985,4,0.4136,6,1,0
"Good Life",6693,"6OtCIsQZ64Vs1EbzztvAv4",0.634,0.69,6,0.7511,1,0.052,0.0771,0,0.132,0.645,0.4369,0.1383,4,0.0849,9,1,1
"Tell Me When To Go",7890,"7eJ5kRpMNPAk7ccCDKywjH",0.857,0.751,1,0.7666,1,0.323,0.00642,3e-04,0.104,0.293,0.4917,0.1286,4,0.2362,9,1,1
"If I Can't",6684,"7JeKXMQKm6GoLGTkNy2jZ0",0.892,0.631,11,0.865,0,0.302,0.244,0,0.0235,0.838,0.4323,0.103,4,0.0786,8,1,1
"Fireflies",7891,"3DamFFqW32WihKkTVlwTYQ",0.513,0.661,3,0.7728,1,0.0439,0.0274,0,0.118,0.461,0.8285,0.1228,4,0.0843,12,1,0
"Don't Wanna Try",7892,"1XE1UGRpvvkaFEeqe1OJpw",0.655,0.433,5,0.756,0,0.0348,0.444,0,0.221,0.199,0.5986,0.1333,4,0.2168,10,1,0
"If Everyone Cared",6709,"44w63XqGr3sATAzOnOySgF",0.522,0.874,6,0.8247,0,0.0362,0.000273,0.0058,0.261,0.196,0.6073,0.1145,4,0.1171,10,1,0
"I Am The Highway",7894,"3bwAS8cN7Xtzvv5UurJOOX",0.341,0.662,9,0.8111,0,0.0335,0.105,0,0.113,0.2,0.8044,0.1891,4,0.0863,16,1,0
"Already Gone",6882,"7ceIquYtiTYlgSSm7PqUf9",0.209,0.872,9,0.8548,1,0.0757,0.217,0,0.0768,0.294,0.3594,0.1559,4,0.2018,13,1,0
"I'm Still In Love With You",7895,"3MhdH8PxqH1FuQp3HBptUI",0.765,0.666,7,0.8033,1,0.172,0.102,0,0.116,0.756,0.4002,0.1508,4,0.1711,11,1,0
"Wait A Minute",7896,"6LDasBOWaNQEGgpDLaKDnJ",0.867,0.854,8,0.807,1,0.0478,0.0496,0,0.323,0.972,0.6276,0.1188,4,0.1653,10,1,0
"Tales of Endurance, Pt. 4, 5 & 6",7899,"0kAFTd3dWytNQPVF18jCIv",0.297,0.501,7,0.6072,1,0.0316,0.00665,0.19,0.258,0.161,0.4396,0.1863,4,0.1506,15,0,0
"My Wish",6914,"6Gfmj0HbpvxTdW0sdlzTDU",0.548,0.769,4,0.8147,1,0.0312,0.0307,0,0.0867,0.388,0.6243,0.1352,4,0.1541,11,1,0
"Lose Yourself",4666,"5Z01UMMf7V1o0MzF86s6WJ",0.692,0.744,2,0.8209,1,0.257,0.00868,4e-04,0.359,0.0612,0.7883,0.1838,4,0.2055,10,1,1
"The Zephyr Song",3321,"1ndGB6rvxKYN9seCYO1dTF",0.725,0.803,2,0.8313,1,0.0337,0.013,0,0.0891,0.403,0.54,0.125,4,0.1979,8,1,0
"Hey Baby",7903,"2QsoVMTKj5m5kgztTOep98",0.705,0.872,11,0.8427,0,0.126,0.0618,0,0.227,0.75,0.4307,0.1095,4,0.1621,7,1,0
"Just Because",3655,"3k6L0H08zSY5yRDgqI8fqx",0.369,0.996,10,0.8863,0,0.0931,3.83e-05,0.14,0.249,0.209,0.4515,0.1249,4,0.0908,11,1,0
"In White Rooms",7728,"4m2RLN7imvsaLL1ZUGfFFw",0.8,0.65,0,0.7222,1,0.0587,0.000962,0.82,0.231,0.096,0.575,0.1841,4,0.428,13,0,0
"I Gotta Feeling",6630,"4vp2J1l5RD4gMZwGFLfRAu",0.743,0.766,0,0.7819,1,0.0265,0.0873,0,0.509,0.61,0.5886,0.1606,4,0.1286,16,1,0
"In Da Wind",7906,"4TJ56OkWrnf2fv2a6T69DL",0.974,0.586,0,0.8374,1,0.18,0.12,0,0.0585,0.689,0.5244,0.1428,4,0.183,11,1,1
"Ain't No Other Man",5238,"7huo2wvrCgRucUsjdSDLQV",0.862,0.742,7,0.8176,1,0.222,0.00376,0.0086,0.103,0.511,0.5884,0.1231,4,0.3098,7,1,0
"Come On Get Higher",4911,"38YgZVHPWOWsKrsCXz6JyP",0.672,0.623,9,0.7965,1,0.0297,0.241,0,0.0848,0.617,0.4233,0.1146,4,0.1229,11,1,0
"Some Days You Gotta Dance",4943,"3dQVhh2jNpnLKqJyGiFPmP",0.626,0.903,4,0.7454,1,0.0694,0.307,7e-04,0.0383,0.909,0.783,0.0727,4,0.0938,8,1,0
"Sober",6774,"733ncRLzZQT5UtSPg1QmPc",0.612,0.797,6,0.8138,1,0.0315,0.0626,0,0.187,0.373,0.4184,0.1372,4,0.1869,10,1,0
"Objection (Tango)",6487,"36YNa8joLwu9yor2TkZbIY",0.603,0.864,11,0.8055,0,0.0677,0.0147,0,0.0246,0.705,0.825,0.1191,4,0.1757,8,1,0
"So Much Better",7912,"3nfMOTjl5Ts1GZScRKuQnF",0.587,0.59,2,0.6991,1,0.689,0.564,0,0.115,0.426,0.362,0.1109,4,0.1296,10,0,0
"Te Quiero",7913,"1Z4IqxukC6Yuer0nK7rC2R",0.536,0.598,1,0.7123,1,0.0424,0.00314,0,0.319,0.465,0.3861,0.1046,4,0.1106,10,1,0
"Home",7915,"6GVryHJpjnrnrsTggoNTpe",0.366,0.847,8,0.8069,1,0.035,2.64e-05,0,0.228,0.606,0.7644,0.1429,4,0.1452,7,1,0
"Thunder",7755,"1MrNveiYvWyKNAMiqn8xS8",0.508,0.821,2,0.8056,1,0.0395,0.223,0,0.316,0.463,0.3453,0.1279,4,0.1537,8,1,0
"Then",5749,"3XKbdb9GB6u3hsnUklQTav",0.493,0.643,0,0.8075,1,0.0299,0.512,0,0.209,0.3,0.6657,0.1808,4,0.2566,11,1,0
"Breath",7215,"4JXfNOePhdgMOI7KZ1L25U",0.347,0.868,5,0.83,0,0.0467,0.00012,3e-04,0.0845,0.313,0.8411,0.1166,4,0.0868,13,1,0
"Pump It",6630,"6btyEL6NwUa97Nex9cZFvo",0.649,0.931,1,0.8514,0,0.181,0.0093,0,0.751,0.744,0.7068,0.1132,4,0.2311,9,1,0
"The Only Difference Between Martyrdom And Suicide Is Press Coverage",7067,"4WdopfTdSd0nCLropjhsgH",0.517,0.93,6,0.8352,0,0.216,0.0598,0,0.35,0.696,0.7823,0.0908,4,0.1086,8,1,0
"Rain On Me",6733,"1YZBMqN8kHaaRPXpQTC3kb",0.606,0.699,8,0.8524,0,0.0337,0.344,0,0.0757,0.509,0.385,0.1661,4,0.1368,10,1,0
"Why Don't We Fall In Love",7920,"4bnjq8zqtCnxTGxll5ezOO",0.551,0.773,11,0.7776,0,0.101,0.0673,0,0.0511,0.649,0.414,0.0798,4,0.0906,7,1,0
"You Raise Me Up",7921,"4TbNLKRLKlxZDlS0pu7Lsy",0.25,0.136,10,0.6572,1,0.037,0.673,2e-04,0.107,0.0981,0.5432,0.1626,4,0.1097,12,1,0
"Heard It All Before",7924,"0xikWgPgYN9BEes0ieZ8Co",0.698,0.925,3,0.8286,0,0.222,0.0611,0,0.095,0.676,0.446,0.1648,4,0.1524,14,1,0
"I Call It Love",3447,"5BsJy4UDoQXqdgcyWqWQw2",0.681,0.753,8,0.8314,1,0.107,0.459,0,0.114,0.578,0.4232,0.1041,4,0.4489,5,1,0
"Can't Believe",7926,"2423gyT9B3zNqC9ZD8QfSu",0.784,0.518,7,0.8153,1,0.0496,0.0684,0,0.0646,0.491,0.4121,0.1674,4,0.1054,16,1,0
"Paralyzer",6654,"28IEbk5a7twNTbUEvWslUb",0.644,0.939,11,0.8442,0,0.0456,0.157,0,0.233,0.861,0.4877,0.1102,4,0.0922,8,1,0
"Wish I Didn't Miss You",7927,"3tZm76otWH20xzJC7icHCk",0.856,0.755,10,0.7967,1,0.0331,0.355,6e-04,0.145,0.842,0.5698,0.1492,4,0.1062,12,1,0
"Ch-Check It Out",3758,"56H98l4uinRifnTH8e308N",0.795,0.899,1,0.768,1,0.292,0.0766,0,0.0852,0.694,0.5293,0.1004,4,0.2115,7,1,1
"Happy People",5100,"266hoXlxTshUk4XsNQK5to",0.828,0.586,8,0.7841,1,0.205,0.0811,0,0.101,0.802,0.4462,0.2727,4,0.1163,16,1,0
"At Your Funeral",4961,"340FrzH0Ji2keVAlX2FJZ5",0.257,0.936,2,0.7872,1,0.357,0.00243,0,0.14,0.376,0.9105,0.0987,4,0.154,7,0,0
"Best I Ever Had",7933,"1GxHeBvQ9935Dd3cSfsfBa",0.431,0.894,5,0.8617,0,0.33,0.0951,0,0.188,0.604,0.7461,0.1417,4,0.1371,14,1,1
"Open My Heart",7934,"4cNbCWPJjLHP5ijow5LbVg",0.414,0.402,10,0.7273,0,0.0427,0.7,0,0.363,0.171,0.4847,0.1923,4,0.0712,16,1,0
"Getting Away With Murder",6588,"1x0AirtLjfVquI0A9iBVep",0.539,0.97,1,0.8378,1,0.0534,0.000113,0,0.232,0.382,0.4779,0.0997,4,0.1061,9,1,0
"Go Girl",7936,"1MgM0WDaoQ2A3bnIQTR6ty",0.986,0.597,8,0.7726,1,0.308,0.145,0,0.197,0.761,0.529,0.1236,4,0.096,12,1,1
"Baby Boy",7937,"4WY3HyGXsWqjFRCVD6gnTe",0.655,0.488,1,0.7217,1,0.22,0.0825,0,0.221,0.791,0.4187,0.133,4,0.1149,12,1,0
"Wherever You Will Go",7938,"5QpaGzWp0hwB5faV8dkbAz",0.558,0.719,2,0.8091,1,0.0267,0.0367,0,0.115,0.371,0.5153,0.1105,4,0.1609,7,1,0
"Say OK",7941,"73qbBlEAcm2HfnAaSnP1II",0.469,0.689,9,0.7681,0,0.0475,0.00607,0.0012,0.114,0.531,0.5819,0.1187,3,0.1048,10,1,0
"Nasty Girl",7942,"4GIsskMpViPkt0uzPJTJSp",0.833,0.628,2,0.7676,1,0.141,0.0949,0,0.282,0.645,0.4891,0.1588,4,0.0926,12,1,1
"Senorita",6585,"0aj2QKJvz6CePykmlTApiD",0.841,0.629,1,0.804,1,0.0442,0.0729,0,0.0742,0.87,0.4506,0.1642,4,0.1449,13,1,0
"Promiscuous",7943,"47aQT2aV12TyilaoYi1NiD",0.795,0.978,10,0.7879,0,0.0459,0.046,1e-04,0.143,0.843,0.5259,0.1314,4,0.1498,10,1,0
"Dream Girl",7078,"3rWBerJZHd5IvS6o3dQEk7",0.595,0.507,0,0.7652,1,0.0363,0.27,0,0.0376,0.707,0.6173,0.1235,4,0.1346,13,0,0
"Lady (Hear Me Tonight)",7945,"49X0LAl6faAusYq02PRAY6",0.72,0.808,6,0.7981,1,0.0379,0.00793,0.0293,0.0634,0.869,0.5798,0.1718,4,0.1204,15,1,0
"It Kills Me",7947,"6qU37BgVfPhpb2rhYzZWrF",0.618,0.764,8,0.825,1,0.0411,0.228,0,0.0972,0.479,0.4943,0.1365,4,0.1108,12,1,0
"White Flag",7457,"3adnLFXKO5rC1lhUNSeg3N",0.509,0.538,5,0.772,1,0.0379,0.306,0,0.091,0.284,0.7825,0.1304,4,0.1343,11,1,0
"Who Is She 2 U",4976,"5jSAfX8SJVD5uzFyLlTVwo",0.6,0.629,1,0.7696,0,0.224,0.417,0,0.041,0.865,0.4171,0.1569,4,0.0869,11,1,0
"All These Things That I've Done",6925,"0kYUrLVQOfx21xuXu7OGrT",0.557,0.728,6,0.7861,1,0.0405,0.00156,0,0.118,0.216,0.5439,0.1683,4,0.1015,14,1,0
"Next To You",7762,"7xVwhsuZTUWhIyFeDH6rYr",0.65,0.753,2,0.8171,0,0.0632,0.324,0,0.307,0.616,0.3794,0.1188,4,0.2259,9,1,1
"Emotional Rollercoaster",7953,"7IsSXaTgBu8ChPx9jLgx28",0.692,0.562,6,0.7893,0,0.0924,0.0973,0,0.304,0.504,0.5655,0.1029,4,0.1161,11,1,0
"Money In The Bank",7955,"6dRJV7zQ6S8BDdzMdV0MPW",0.837,0.697,0,0.791,1,0.299,0.0108,0,0.377,0.631,0.4505,0.1001,4,0.1567,13,1,1
"1973",7016,"1BV0m40U0M4t1SLIsDnwZl",0.72,0.668,9,0.7485,1,0.0269,0.0652,0.0066,0.0789,0.768,0.5658,0.1549,4,0.0813,10,1,0
"The Way You Move",7957,"5z7mYFfhw6N6f23VwrokJD",0.871,0.597,5,0.813,0,0.0464,0.126,1e-04,0.0638,0.635,0.5796,0.1263,4,0.068,10,1,1
"Survivor",4936,"2Mpj1Ul5OFPyyP4wB62Rvi",0.514,0.911,1,0.8756,0,0.41,0.0559,0,0.775,0.619,0.7411,0.1387,4,0.1948,10,1,0
"E-Pro",4772,"01MBhRpvFkbeRwAp7gcF2W",0.624,0.959,11,0.7846,0,0.0769,0.00133,0.171,0.101,0.69,0.4406,0.1066,4,0.1565,10,1,0
"Ezio's Family",7959,"05UMQXFCsa9oPnLgfJHVyF",0.375,0.344,2,0.6486,0,0.0335,0.81,0.776,0.0682,0.106,0.5799,0.1287,4,0.1037,11,0,0
"Stella By Starlight",5167,"3hY3MPL9hAITPgVfiVlL5K",0.581,0.163,0,0.5613,0,0.0547,0.926,0.861,0.116,0.448,0.4053,0.1971,4,0.143,14,0,0
"Vanished",6802,"0Q2YGyMeeZMAvzebtxoQ5f",0.713,0.868,0,0.7761,0,0.0305,0.00206,1e-04,0.225,0.641,0.5519,0.1318,4,0.1701,8,0,0
"Still Tippin'",7962,"59rtiYOPgMEDf3yPEfU2la",0.86,0.861,6,0.7656,0,0.307,0.0361,0,0.113,0.79,0.6586,0.1493,4,0.1553,13,1,1
"Stuck In A Moment You Can't Get Out Of",3422,"3xjTuTBaihydhSC7ByNoSb",0.524,0.644,4,0.8119,1,0.0238,0.391,2e-04,0.168,0.324,0.7292,0.1498,4,0.2161,13,1,0
"She'll Leave You With A Smile",3512,"0sKXWw2C1m3RMl4AX6JLlF",0.635,0.6,4,0.7634,1,0.0229,0.59,2e-04,0.254,0.516,0.4507,0.0919,4,0.1122,9,1,0
"Brotha",7927,"2sNAjuCXxyj8jHt93t9IJ9",0.801,0.434,7,0.7216,0,0.376,0.538,0,0.0729,0.661,0.6084,0.1475,4,0.1276,14,1,0
"Gotta Make It",7968,"4xONUhRpKk1UIBsCSdviQo",0.753,0.881,7,0.8102,1,0.0688,0.0909,0,0.173,0.808,0.644,0.132,4,0.15,13,1,0
"Could I Have This Kiss Forever",7969,"1Sr5Z0pqqEWbNAp2Sos1Dt",0.505,0.876,10,0.7877,0,0.0772,0.00375,0,0.138,0.443,0.4317,0.127,4,0.1839,10,1,0
"Shattered (Turn The Car Around)",7970,"0J3MfW6wwIBqC4zjp5AbQL",0.571,0.784,11,0.7815,1,0.0352,0.0175,0,0.19,0.462,0.4875,0.1396,4,0.117,11,1,0
"Dawn - From ""Pride & Prejudice"" Soundtrack",7847,"0EHJOhOakEiobXo81vegdy",0.331,0.0525,0,0.4,1,0.0388,0.991,0.891,0.0683,0.097,0.3627,0.0793,3,0.0889,7,0,0
"Never Gonna Be Alone",6709,"7aySoZnwt7c6lA54qVVUOk",0.544,0.802,4,0.8298,1,0.0282,0.00155,1e-04,0.122,0.59,0.5981,0.1219,4,0.2213,7,1,0
"Me Neither",5749,"6A426nfNHDuTDs1uY0W0NF",0.622,0.942,0,0.7153,1,0.0385,0.0271,0,0.326,0.844,0.539,0.1052,4,0.1188,8,1,0
"Empire State Of Mind",7972,"2igwFfvr1OAGX9SKDCPBwO",0.491,0.956,11,0.8862,1,0.392,0.0295,0,0.46,0.811,0.7985,0.153,4,0.1898,9,1,1
"Outta Control (Remix)",7973,"7BKi4ZcyMBXeAvJ1OPxhdV",0.77,0.587,8,0.7902,0,0.265,0.0268,0,0.0621,0.574,0.4232,0.135,4,0.1504,13,1,1
"The Call",4733,"1mxTCArq9EhSg4QPGqhjhT",0.696,0.874,10,0.8478,0,0.0772,0.117,0,0.331,0.747,0.4793,0.1081,4,0.0851,8,1,0
"What'Chu Like",7975,"5d8woPn6sHRA6yPnnHnqSt",0.879,0.681,10,0.7264,0,0.24,0.017,0,0.0669,0.817,0.4599,0.1183,4,0.0779,11,1,1
"Avantasia",6803,"6YTOLMRTnLAdPOo1kxjNoZ",0.483,0.936,11,0.8111,1,0.0383,4.51e-05,0,0.148,0.475,0.6052,0.187,4,0.1727,15,0,0
"Animal I Have Become",7915,"56sk7jBpZV0CD31G9hEU3b",0.553,0.853,8,0.8403,1,0.0339,0.000684,0,0.126,0.506,0.5613,0.1247,4,0.2105,10,1,0
"Let Me Blow Ya Mind",7976,"3RmKpob8xzv1pzHEQrMJah",0.908,0.557,8,0.8279,0,0.107,0.242,0,0.0709,0.897,0.4141,0.1239,4,0.2218,9,1,1
"Sweet Southern Comfort",6643,"0tuEEuDijBNJxcLSIrMNsU",0.495,0.612,2,0.7777,1,0.0303,0.41,0,0.0974,0.366,0.6812,0.1131,4,0.1551,10,1,0
"19 Somethin'",5681,"0ElpjZyX8YBiXuYcDC1Ci9",0.58,0.816,4,0.808,1,0.0726,0.132,0,0.0776,0.814,0.4137,0.1054,4,0.1282,8,1,0
"This Is How A Heart Breaks",6644,"3Voz5vnFfMu8nrVP6hIYte",0.605,0.913,0,0.8257,1,0.0376,0.00159,0,0.0813,0.665,0.6437,0.1244,4,0.1581,8,1,0
"Thugz Mansion",5197,"3eBBbAEBQdr6tkUUd8gyuQ",0.703,0.639,5,0.7861,0,0.281,0.299,0,0.139,0.893,0.4044,0.1347,4,0.0996,10,1,1
"Where Is The Love?",6630,"3CNqo3gYrfexdrtjFmC9he",0.834,0.696,5,0.8498,1,0.197,0.11,0,0.13,0.804,0.4328,0.1503,4,0.0815,6,1,0
"Ninakkende",6790,"11X3zK4ADBA1rdlGrcdepH",0.59,0.535,4,0.7111,1,0.0649,0.435,0,0.102,0.353,0.3448,0.1683,4,0.1009,12,0,0
"Bat Country",7981,"3sHH7lklbfpcraDDvYnjo7",0.541,0.968,0,0.8303,1,0.0396,0.000248,0,0.423,0.505,0.5752,0.1747,4,0.0906,13,1,0
"Ladies",7982,"6iNHWlOLt4NuDi9iSvtznO",0.48,0.751,1,0.7964,0,0.0383,0.188,0,0.163,0.789,0.8159,0.1408,4,0.0917,13,0,0
"Perfect Situation",5506,"1D7UBHqaPWDbBHs2S5YXge",0.47,0.806,6,0.831,1,0.0328,0.0271,1e-04,0.2,0.403,0.4317,0.1389,4,0.2933,9,1,0
"Put Your Records On",7983,"2nGFzvICaeEWjIrBrL2RAx",0.739,0.511,9,0.7503,1,0.0362,0.167,0,0.133,0.542,0.4418,0.1147,4,0.1456,10,1,0
"I Want Wind to Blow",7984,"1bAZV1EBTRi9t1cVg75i8t",0.402,0.406,5,0.5935,1,0.0652,0.75,0.791,0.114,0.243,0.5057,0.1878,4,0.147,13,0,0
"This Ain't A Scene, It's An Arms Race",2807,"1oagRT7LfpVlNJN6FSZDGp",0.435,0.887,9,0.8316,1,0.0636,0.000747,0,0.0327,0.408,0.9197,0.1126,4,0.1824,9,1,0
"Human",6925,"1sTsuZTdANkiFd7T34H3nb",0.557,0.8,10,0.7366,1,0.0601,0.00132,0.0012,0.0906,0.582,0.6231,0.1334,4,0.1237,12,1,0
"Who's That Girl?",6392,"3uVE5vLKkigiWBOQEgmdDk",0.77,0.86,6,0.8395,1,0.19,0.0159,7e-04,0.0682,0.547,0.4436,0.1561,4,0.1359,13,1,1
"Runnin (Dying To Live)",7988,"1ZlVEstPFrKs3alKIejN6I",0.545,0.796,10,0.8598,0,0.406,0.0467,3e-04,0.165,0.629,0.7641,0.125,4,0.1339,9,1,1
"Make It Clap",7990,"6NM525U7IB4Zhpn8d921uX",0.736,0.741,1,0.8232,0,0.392,0.0691,0,0.053,0.95,0.5581,0.1319,5,0.1258,12,1,1
"Incomplete",4733,"0CnD7Hiw6pae6rLsZw5q5W",0.437,0.589,4,0.8151,1,0.0331,0.231,0,0.0768,0.165,0.6147,0.1298,4,0.08,11,1,0
"These Are My People",6854,"5jFid6SUnYqohvNvNuZvIz",0.558,0.896,0,0.8399,1,0.0545,0.0316,0,0.528,0.63,0.4143,0.1136,4,0.5657,6,1,0
"Devotion And Desire",7997,"27O9FuS1UIm6ZyLplgLQAH",0.296,0.9,2,0.8133,0,0.0922,0.000702,0,0.339,0.286,0.8476,0.1111,4,0.1509,12,0,0
"Grindin'",8000,"3XrvEifl0hIzgBGUa5jBLS",0.592,0.77,1,0.846,1,0.318,0.122,0,0.103,0.361,0.8818,0.1454,4,0.0767,14,1,1
"My Life Would Suck Without You",6882,"4Dm32oO01YpIubCHaAtKkN",0.526,0.882,9,0.833,1,0.0509,0.0014,0,0.144,0.424,0.6669,0.1123,4,0.1598,9,1,0
"Somewhere Out There",8003,"6fQJg7MdQssgZJDhTJtFtd",0.388,0.746,1,0.805,1,0.0318,0.000563,0,0.0719,0.458,0.7345,0.1371,4,0.1798,10,1,0
"How 'Bout Them Cowgirls",3512,"7DJBy7gCXi2NkcgoIvPLcG",0.616,0.812,4,0.8198,1,0.036,0.377,0,0.304,0.399,0.5383,0.1274,4,0.0968,10,1,0
"Liquid Dreams",6769,"2Pxzfzd1jaZT2F2uqLkZUr",0.823,0.7,0,0.8107,0,0.035,0.0264,0,0.0531,0.75,0.4969,0.1116,4,0.1754,8,1,0
