"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","explicit"
"Tujhe Kitna Chahne Lage",9215,"5QtEFRYavs5S3GHtFEq7A4",0.427,0.396,11,-7.556,1,0.0366,0.736,0,0.11,0.306,70.368,284780,4,77.04029,12,0,0
"Battle Scars",11407,"1hWYT0w2R0J19rlVkiez7X",0.517,0.811,5,-4.526,0,0.286,0.186,0,0.105,0.494,168.269,250320,4,81.14875,6,1,0
"Or Nah",11408,"7t2bFihaDvhIrd2gn2CWJO",0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983,4,52.21819,10,1,1
"Tiimmy Turner",10282,"3NJG6vMH1ZsectZkocMEm0",0.602,0.725,6,-3.054,1,0.0393,0.174,0,0.0786,0.304,122.803,239853,4,32.55846,10,1,1
"On My Level",11411,"0osPX8TruIebOhKuG6GK8C",0.72,0.514,1,-7.108,1,0.132,0.146,0.00713,0.107,0.212,142.98,272160,4,41.53984,13,1,1
"Juliet & Romeo",11412,"1CRy08G60mS5jvhB27xMpS",0.712,0.664,11,-8.026,1,0.0345,0.0416,0.000104,0.0668,0.781,122.014,204514,4,74.78664,7,0,0
"Wildest Dreams",6823,"59HjlYCeBsxdI0fcm3zglw",0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440,4,26.46573,10,1,0
"Dedication To My Ex (Miss That)",11413,"0jmdMkRc7bmnmF9TNRfxF5",0.835,0.724,0,-4.624,1,0.057,0.0169,5.48e-06,0.0936,0.964,119.037,236147,4,24.2625,10,1,1
"Middle",11415,"0g5EKLgdKvNlln7TNqBByK",0.583,0.695,9,-5.336,1,0.0423,0.0141,0,0.0527,0.224,104.879,220573,4,28.6046,10,1,0
"Some Kind Of Drug",11416,"1Bqxj0aH5KewYHKUg1IdrF",0.586,0.525,0,-8.968,1,0.498,0.0705,0,0.0729,0.491,126.51,222467,4,51.48862,9,1,1
"Blase",11417,"5suEtW2DUAfvroohjzgatb",0.897,0.642,2,-8.828,1,0.0534,0.0219,1.31e-06,0.159,0.291,127.984,285240,4,56.27973,10,1,1
"DNA",11419,"5SE57ljOIUJ1ybL9U6CuBH",0.598,0.775,1,-4.035,0,0.0545,0.022,0,0.0677,0.687,129.819,223123,4,46.93174,12,1,0
"A Little More Country Than That",9912,"7LrZ3SczM7zlUkVlhevPp2",0.64,0.6,11,-8.534,1,0.0318,0.0795,1.5e-06,0.106,0.593,84.969,172227,4,40.39821,8,1,0
"Acapella",9522,"6RjW45KHJ6kgI2xQ1aFa52",0.667,0.619,2,-4.933,1,0.151,0.126,0,0.101,0.427,169.865,198907,4,28.96195,9,1,0
"Without You",11421,"1tAutlhI9FwnKn7fVgmd5P",0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133,4,30.9705,12,1,0
"T-Shirt",9550,"7KOlJ92bu51cltsD9KU5I7",0.865,0.687,10,-3.744,0,0.217,0.242,0,0.158,0.486,139.023,242407,4,28.71253,13,1,1
"I Want You To Know",11422,"1JDIArrcepzWDTAWXdGYmP",0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,240000,4,23.13671,14,1,0
"Dusk Till Dawn",11423,"1j4kHkkpqZRBwE0A4CN4Yv",0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,4,23.0461,9,1,0
"What They Want",11284,"3pndPhlQWjuSoXhcIIdBjv",0.71,0.404,1,-10.04,0,0.379,0.484,0,0.0953,0.398,139.553,165853,4,43.43409,10,1,1
"Silence",11426,"7vGuf3Y35N4wmASOKLUVVU",0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,31.26229,10,1,0
"If I Lose Myself",6693,"1hZk9dktp4yRFTm0TrycuH",0.523,0.782,2,-4.846,1,0.041,0.219,1.03e-05,0.133,0.164,125.998,214813,4,40.87805,11,1,0
"1985 (Intro To The Fall Off)",9160,"7EulRO07ZgchxqKUHb8Pvc",0.678,0.648,2,-5.892,1,0.445,0.147,0,0.182,0.635,94.336,190177,4,35.19885,9,1,1
"Walking On A Dream",11428,"5r5cp9IpziiIsR6b93vcnQ",0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440,4,31.29041,9,1,0
"Bad Guy",9076,"2Fxmhks0bxGSBdJ92vM42m",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,61.5953,7,1,0
"All I Want For Christmas Is You",1120,"0bYg9bo50gSsH3LtXe2SQn",0.335,0.625,7,-7.462,1,0.0386,0.164,0,0.0708,0.346,150.277,241107,4,53.84087,10,1,0
"Disconnect Myself",11432,"5Ij63Ce14sr0HV8b7gQPp0",0.704,0.844,5,-9.378,1,0.0308,4.68e-05,0.442,0.266,0.656,123.011,326632,4,106.36427,9,0,0
"False Alarm",9130,"4oeaIftdpT3JuZLcCkKmVE",0.518,0.676,8,-6.373,0,0.0744,0.0324,3.62e-05,0.189,0.197,173.998,220307,4,19.0226,11,1,0
"Don't Think They Know",11434,"3uVCPFmavlWGQUqeYh8HhR",0.479,0.606,0,-6.424,0,0.0676,0.0241,0,0.33,0.626,88.573,237987,5,29.43336,14,1,0
"Burn It Down",6639,"7oVEtyuv9NBmnytsCIsY5I",0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,230253,4,46.43256,10,1,0
"Leave The Night On",10184,"3wx2kQWPn9p5UppQbNhPAk",0.514,0.951,9,-3.813,1,0.0603,0.0951,0,0.349,0.838,171.96,192160,4,45.52618,6,1,0
"Til My Last Day",6968,"3mHAyclWdtFASQuobdnDf8",0.577,0.761,9,-5.34,1,0.0358,0.0377,0,0.116,0.599,104.991,234027,4,55.9144,10,1,0
"Guardians At the Gate",11439,"4MUN6PQPplQDajjx7NCcdr",0.475,0.789,5,-8.893,0,0.0578,0.313,0.965,0.104,0.63,137.984,128413,4,44.57189,5,0,0
"Me Sobrabas Tú",9457,"33XISWpHJRbAvFSMW1y44A",0.729,0.507,0,-4.94,1,0.0486,0.698,0,0.26,0.961,154.926,181987,3,38.21645,8,0,0
"Crab Rave",11444,"4qDHt2ClApBBzDAvhNGWFd",0.768,0.933,2,-2.95,0,0.0385,0.206,0.915,0.0833,0.245,124.996,161280,4,32.18029,9,0,0
"Come Over",5198,"6BCrbWBpb8d6KWmEqZ41tr",0.466,0.704,1,-7.169,1,0.0353,0.1,2.71e-05,0.0744,0.481,176.043,248427,4,24.41718,14,1,0
"Nasty Freestyle",11445,"0PT7nlpo11hYYyfnBgtilT",0.779,0.472,11,-7.116,1,0.218,0.0577,0,0.114,0.412,135.051,142212,4,28.91508,7,1,1
"You",8198,"6W9W8dSswA8KNegvl3W97V",0.616,0.893,11,-3.588,1,0.0375,0.000937,0,0.111,0.567,111.959,218947,4,30.82453,11,1,0
"Shake Senora",11448,"1LomM3L6atrf79ZL7nHDp4",0.685,0.944,5,-5.19,1,0.34,0.134,0,0.362,0.543,128.013,214827,4,38.50058,9,1,0
"Maché bécif",9245,"2GJSKtIC8zUXJtTLu3mMgr",0.838,0.544,0,-7.299,1,0.0986,0.209,0,0.273,0.544,92.016,347987,4,25.42716,14,0,0
"First Class",9215,"7s0qlp1ibUxVXLsOM0YWia",0.534,0.959,1,-3.67,0,0.361,0.449,0,0.354,0.751,187.576,276960,3,29.96794,15,0,0
"Try",6774,"1jF7IL57ayN4Ity3jQqGu0",0.673,0.629,2,-7.072,1,0.0299,0.00141,0,0.0944,0.551,103.998,247907,4,50.59821,9,1,0
"Paradise",7206,"6nek1Nin9q48AVZcWs9e9D",0.449,0.585,5,-6.762,1,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719,4,34.79485,13,1,0
"Youngblood",9686,"2iUXsYOEPhVqEBwsqP70rE",0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,34.23056,9,1,0
"Good For You",11451,"578Eooad7oUyn4stovZiPg",0.607,0.673,5,-6.484,0,0.0611,0.181,0,0.069,0.215,88.952,221280,4,33.3642,11,1,0
"Counting Stars",6693,"6sy3LkhNFjJWlaeSMNwQ62",0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257840,4,55.28387,8,1,0
"What Makes You Country",7510,"3bDXhWsPiFTHtrsMg5faL2",0.515,0.948,0,-1.721,1,0.0438,0.0106,0,0.134,0.752,159.983,235266,4,17.97495,11,1,0
"Baila Baila Baila",11452,"7mWFF4gPADjTQjC97CgFVt",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,19.84262,11,1,0
"Firework",6880,"4lCv7b86sLynZbXhfScfm2",0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,227880,4,42.16812,10,1,0
"Give Me Back My Hometown",8298,"3MykNWa65IP2VN1Qa6B9yK",0.621,0.676,1,-7.808,1,0.0303,0.506,0.0675,0.0825,0.482,104.008,252493,4,40.45002,10,1,0
"Victory",9518,"2F9xBxKbx2M0pbgtSu8fLf",0.503,0.917,10,-6.111,1,0.0649,0.00903,0.326,0.162,0.266,119.993,320467,4,33.00565,8,0,0
"Highway Tune",10372,"7aOor99o8NNLZYElOXlBG1",0.583,0.962,4,-3.037,1,0.0543,0.0096,0.128,0.283,0.506,123.977,180640,4,54.02489,7,0,0
"A Little Too Much",10786,"1T7AiFL9ruKKwlONN35Vh0",0.553,0.507,11,-6.24,1,0.0304,0.473,0,0.108,0.57,83.093,187027,4,31.10258,8,1,0
"You Be Killin Em",8830,"5I6YA7oHtraxwWQzzCugDt",0.639,0.916,6,-3.614,0,0.211,0.416,0,0.53,0.511,93.939,209693,4,23.98069,11,1,1
"Criminal",5090,"6T689Jvh5KrSXyaPtUWZtQ",0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,225080,4,50.35055,10,1,0
"Oh Love",7570,"1qIgyDoc2rwtq8w49jeWL8",0.427,0.773,8,-4.222,1,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,303293,4,52.31242,8,1,0
"Porn Star Dancing",11460,"3Q8zopc4ABXhysDb1sgLVW",0.477,0.917,2,-3.399,1,0.0837,0.0139,0,0.0756,0.271,160.044,199013,4,24.74687,7,1,0
"Pills N Potions",9164,"2bkyTJ4bAnc8a5ly3dg9DX",0.391,0.604,2,-8.104,1,0.212,0.00812,5.18e-06,0.0443,0.168,169.658,268000,4,28.35891,14,1,1
"You're Welcome",11463,"6U4VqEHy4n5VeiH4pQPL24",0.788,0.745,5,-7.072,1,0.258,0.29,0,0.0373,0.672,135.278,163893,4,25.21531,9,1,0
"Single Pasanga",9180,"4Xn3xgMPWSMIWuELgWpGbp",0.751,0.895,6,-3.268,0,0.205,0.21,0,0.0696,0.866,138.046,224458,4,14.99051,11,0,0
"Bad Bad Bad",11464,"1GeNui6m825V8jP4uKiIaH",0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,149040,4,32.73631,8,1,1
"John Cougar, John Deere, John 3:16",6616,"72f7jNxopSGvbx3M35i3Zl",0.694,0.779,0,-6.984,1,0.071,0.0688,3.99e-06,0.0803,0.594,84.975,221600,4,81.45416,6,1,0
"I Do",6919,"42loEE51UDcecom9K8K4ei",0.656,0.877,9,-5.656,1,0.0329,0.22,0,0.0785,0.958,144.871,173360,4,27.69561,8,1,0
"Calypso Queen",8346,"61iRFcNPdE7dg2RmdhrdZe",0.658,0.622,11,-7.427,1,0.0879,0.418,0.000138,0.105,0.901,84.739,197814,4,103.59428,8,0,0
"Talking Body",10368,"2tpfxAXiI52znho4WE3XFA",0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,238427,4,24.26608,9,1,1
"Rollin",11466,"3FDrI0FLKzrYQiWxPhqV2W",0.754,0.762,6,-4.486,0,0.0849,0.45,6.67e-05,0.224,0.673,92.002,272667,4,41.8201,10,1,1
"Thinking Out Loud",9266,"34gCuhDGsG4bRPIf9bb02f",0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,36.66626,14,1,0
"Honey, I'm Good.",9743,"4MflGTO2ZTcSQ12bWcyRgI",0.752,0.775,9,-7.289,1,0.0546,0.0324,0,0.351,0.595,122.014,199263,4,24.64631,11,1,0
"Vaadi Pulla Vaadi - From ""Meesaya Murukku""",9180,"5gBa7yfdEUKrpJbhAygKRs",0.472,0.937,9,-5.464,1,0.0639,0.375,0.000101,0.325,0.324,179.999,246726,4,78.56159,8,0,0
"Classic Man",11468,"3G7XYAwtxtoGK7fAm4IlD9",0.79,0.585,8,-6.058,1,0.0348,0.185,0,0.292,0.585,94.072,226000,4,55.15126,9,1,1
"Give Your Heart A Break",6708,"3sP3c86WFjOzHHnbhhZcLA",0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,205347,4,24.10949,9,1,0
"Pretty Boy Swag",7117,"2zOWuWdyuMqOoboNRKlJO0",0.837,0.42,8,-5.158,1,0.0629,0.177,0,0.356,0.143,123.157,236093,4,21.05078,10,1,1
"Pretty Girl Rock",7588,"2Adn2LNgkHMH5TelQVAu4n",0.666,0.87,11,-5.004,0,0.246,0.203,0,0.0851,0.9,160.014,243920,4,38.85013,9,1,0
"All Over The Road",9912,"6XD3HMATLswheYevIfKkSi",0.491,0.841,5,-3.579,1,0.0421,0.0471,0,0.0886,0.721,199.851,163067,4,26.72052,7,1,0
"Small Town Boy",10264,"2YMhrXQYKkm4kXLcXKKd5z",0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,205733,4,75.4989,5,1,0
"Back To Back",7933,"5lFDtgWsjRJu8fPOAyJIAK",0.893,0.48,1,-3.728,0,0.356,0.00854,0,0.116,0.382,86.976,170638,4,67.63745,8,1,1
"Never Forget You",11470,"6hmhG1b4LEyNuashVvuIAo",0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213428,4,23.65795,12,1,0
"Oh Ho Ho Ho (Remix)",11471,"3F0I9AkbRwz12yz7Hxn0bF",0.676,0.935,5,-3.499,0,0.0892,0.00917,0,0.097,0.802,144.944,244417,4,34.83474,12,0,0
"Tomorrow",8198,"1qjl8UJtWTHrk4SFpwftSN",0.441,0.644,11,-5.774,1,0.0363,0.56,0,0.109,0.349,141.733,220173,4,39.45148,9,1,0
"HyperParadise - Flume Remix",9298,"1LQiF6aZfnNgxerxWJRbxw",0.603,0.827,6,-7.372,1,0.0714,0.0453,0.619,0.0833,0.311,144.992,268307,4,27.30218,14,0,0
"Mercy",11477,"4qikXelSRKvoCqFcHLB2H2",0.563,0.496,6,-9.381,0,0.405,0.0679,5.61e-05,0.173,0.424,140.001,329320,4,43.17117,14,1,1
"Kahlil Gibran",11276,"0PldjOTKRt45S9MrLnlwVM",0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,241413,4,25.94972,11,0,0
"Lolly",11479,"2xtIAFJIMkzHGHiCrJ9iwd",0.473,0.893,1,-2.956,1,0.388,0.0394,0,0.768,0.799,152.261,225507,4,78.24024,12,1,1
"Take It From Me",10037,"3dCZm5HrG0jIXAHfNkg2H0",0.592,0.891,10,-3.144,1,0.0512,0.0267,0,0.352,0.674,99.983,174255,4,63.78705,6,1,0
"Body Like A Back Road",10184,"7mldq42yDuxiUNn08nvzHO",0.732,0.458,5,-7.225,1,0.0311,0.447,0,0.136,0.661,98.938,165387,4,54.53816,5,1,0
"Wish You Were Gay",9076,"3Fj47GNK2kUF0uaEDgXLaD",0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4,65.97065,7,1,0
"Superheroes",8042,"37sINbJZcFdHFAsVNsPq1i",0.491,0.885,3,-4.121,1,0.0395,0.00219,0,0.0741,0.641,166.992,245467,4,25.0409,10,1,0
"Fancy",11484,"3fpTMuD1u3gJlVI4FadVHs",0.53,0.884,0,-5.581,0,0.457,0.332,1.98e-06,0.355,0.28,87.194,319387,4,152.17621,11,1,1
"Drinking Class",9247,"4QAXLB2Hkx3n7LbOFxD34h",0.663,0.53,1,-9.763,1,0.0301,0.0886,0,0.154,0.269,109.003,207347,4,38.87379,11,1,0
"El Amor de Mi Vida",11037,"2xxq5LXFBFyawPChsOOWVu",0.692,0.503,10,-6.715,1,0.033,0.0332,0,0.0745,0.786,129.778,212947,4,39.5046,9,0,0
"Deep Thunderstorm",11486,"4xyiM6KWF90l9wQh07GJvN",0.135,0.579,2,-27.105,1,0.0932,0.00143,0.949,0.393,0.0327,100.841,152563,4,16.22149,7,0,0
"Midnight Memories",9128,"5wjmqUGN7vrAqFqDWrywlZ",0.432,0.868,6,-2.01,0,0.0882,0.00725,0,0.233,0.567,156.128,176320,4,36.68456,7,1,0
"Nevermind",11487,"63SevszngYpZOwf63o61K4",0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4,36.69342,6,1,0
"Rich & Sad",9458,"2VdT56BGpdqNHUgOe1j5vc",0.599,0.571,2,-4.998,1,0.0665,0.198,0,0.0969,0.285,151.974,206453,4,38.75987,11,1,1
"Thinking About You",11489,"1KtD0xaLAikgIt5tPbteZQ",0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247933,4,46.09216,8,1,0
"One Call Away",10227,"7soJgKhQTO8hLP2JPRkL5O",0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,194453,4,44.86857,8,1,0
"Commas",9246,"49zD0wr2S3d0lZPib0K4e1",0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-05,0.149,0.46,139.995,237400,4,27.46727,9,1,1
"Te Dirán",11037,"1PB6yA6o4CuJZUcVQ8UWh8",0.755,0.465,2,-3.639,1,0.0413,0.337,0,0.0638,0.949,142.94,195253,3,23.5585,10,0,0
"Jumpman",9184,"27GmP9AWRs744SzKcpJsTZ",0.852,0.553,1,-7.286,1,0.187,0.0563,0,0.332,0.656,142.072,205879,4,30.88192,11,1,1
"Why You Always Hatin?",11490,"39hnH8WdPmNT3Q3yzwC9Rg",0.926,0.336,0,-9.326,0,0.594,0.0392,0,0.138,0.38,92.995,196600,4,42.6081,9,1,1
"Same Bitches",11491,"688QpQAwqsLdBR6lr13wK1",0.731,0.774,10,-5.273,0,0.0555,0.434,3.34e-06,0.114,0.219,100.005,212467,4,28.26124,10,1,1
"Dance Yrself Clean",6587,"2cmRpmO04TLaKPzmAzySYZ",0.739,0.611,11,-9.829,1,0.0622,0.00557,0.725,0.04,0.794,98.004,536471,4,46.57656,22,0,0
"This Is Me",11492,"45aBsnKRWUzhwbcqOJLwfe",0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4,49.03105,10,1,0
"Little Talks",11493,"2ihCaVdNZmnHZWt0fvAM7B",0.446,0.757,1,-5.177,1,0.0322,0.0206,0,0.146,0.421,102.88,266600,4,38.14339,8,1,0
"The Remedy For A Broken Heart (Why Am I So In Love)",9111,"4UKCKdYiLN6IMA5ZESUTL7",0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4,29.07767,8,1,1
"A Guy Walks Into A Bar",10906,"16PNN9wK1LbedzcTp7y8y0",0.428,0.78,0,-3.472,1,0.0373,0.083,0,0.115,0.431,147.986,196000,4,39.22726,8,1,0
"The Matrimony",11495,"7vlPI45Zzzk0palLdKry4k",0.416,0.712,5,-6.671,0,0.384,0.438,0,0.0642,0.581,78.015,395951,4,23.64515,13,1,1
"Burnin' It Down",6570,"5HJqpDspKDKwQpLjvkcIsD",0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,219160,4,29.80639,8,1,0
"Ain't It Fun",6798,"1j8z4TTjJ1YOdoFEDwJTQa",0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520,4,23.19282,10,1,0
"Lay Me Down",11496,"4L0nc0tHfDjr3HlAm1EFeu",0.668,0.78,7,-6.481,1,0.0901,0.0487,0,0.107,0.739,170.032,215147,4,34.1216,9,1,1
"Work From Home",11497,"4tCtwWceOPWzenK2HAIJSb",0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,214480,4,26.34654,10,1,0
"Asi Como Hoy",11498,"5IOvmtSHxMrvM8flm50PjB",0.554,0.521,7,-4.672,1,0.0284,0.528,0,0.0862,0.489,138.06,231640,4,66.21737,10,0,0
"Traveller",10470,"178OI1A3qjROeFeh8lmNwW",0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413,4,49.17778,11,1,0
"Te Robare",11501,"4PJ3umtW1aWdfh5EITHc6T",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,36.13552,6,1,0
"Throw Sum Mo",11503,"5uqphUYsR45kPYplrYSAQh",0.859,0.627,6,-7.91,0,0.13,0.0388,0.000202,0.101,0.594,142.062,260453,4,47.94341,12,1,1
"Leave Me Alone",11506,"14mHfNsSHN0FbLftyjrV9g",0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,195637,4,26.11876,12,1,1
"Bed",11507,"3L4GsGLgxpHieVQH86H8bv",0.757,0.73,7,-6.304,1,0.187,0.0348,6.17e-05,0.136,0.451,90.013,189533,4,16.34933,11,1,1
"BOP",9807,"6Ozh9Ok6h4Oi1wUSLtBseN",0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715,4,79.54991,5,1,1
"No Stylist",11253,"04MLEeAMuV9IlHEsD8vF6A",0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,192172,4,26.96421,11,1,1
"Country Girl (Shake It For Me)",7510,"0yD66650JxhqKbW76C2qCo",0.645,0.904,2,-4.532,1,0.0462,0.0293,0,0.0834,0.671,105.97,225560,4,30.87258,9,1,0
"Go Flex",9458,"5yuShbu70mtHXY0yLzCQLQ",0.665,0.498,5,-8.185,1,0.0831,0.228,0,0.0757,0.127,81.967,179613,4,33.74185,11,1,1
"Qaafirana",9215,"0xkGTPTijMU84dtHr3KQQi",0.417,0.433,4,-8.958,1,0.0415,0.0726,0,0.123,0.207,169.92,341823,4,23.40771,14,0,0
"State Of Grace",6823,"5zyCYmiaVE5y26EZuwZbsw",0.588,0.825,4,-5.882,1,0.0328,0.000197,0.00138,0.0885,0.397,129.968,295187,4,22.26457,12,1,0
"I Love You",9076,"6CcJMwBtXByIz4zQLzFkKc",0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,291796,4,31.09956,12,1,0
"Imma Be",6630,"5OiLJ8tjUPFiPX2gVM8fxJ",0.597,0.517,0,-6.963,1,0.365,0.179,0,0.307,0.412,92.035,257560,4,22.88778,13,1,0
"Drink In My Hand",8298,"1cktZnxiONH0hR6Q3DKy8h",0.626,0.913,0,-4.452,1,0.0318,0.00635,0,0.293,0.946,113.044,191307,4,50.96772,10,1,0
"S&M",11513,"2u02eLj96Atd6TBxkH9YvN",0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,243533,4,32.99167,15,1,0
"Cold Water",11514,"7zsXy7vlHdItvUSH8EwQss",0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185360,4,23.73333,10,1,0
"Make You Miss Me",10184,"0xwPzLmBAYro8BUz7MrtAo",0.614,0.472,7,-6.626,1,0.0297,0.158,0,0.111,0.168,146.005,225693,4,44.62753,10,1,0
"Swimming Pools (Drank)",9357,"6REbwUNlppTfcnV4d4ZoZi",0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800,4,41.71323,11,1,1
"Los Dos Amigos",11517,"6V6lgegjsKlcbBcJWmIz2S",0.625,0.459,8,-4.83,1,0.0352,0.748,6.88e-05,0.0697,0.842,173.735,178960,3,30.2045,8,0,0
"Me Está Gustando",9457,"1PPswVdqYYvfBIk5MdB4Lo",0.75,0.497,3,-4.948,1,0.0431,0.479,0,0.161,0.965,144.933,180147,3,21.85878,10,0,0
"Ric Flair Drip",10845,"7sO5G9EABYOXQKNPNiE9NR",0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,4,30.02143,14,1,1
"Azhage",9180,"2Racq7HrXkYvF8w9zXvlTp",0.717,0.79,7,-6.418,0,0.0342,0.308,0,0.0871,0.536,128.123,218158,1,60.61772,9,0,0
"Senorita",10676,"0TK2YIli7K1leLovkQiNik",0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960,4,34.31148,9,1,0
"Dance Like We're Making Love",8184,"3biFdxByHgUhTbp2dG89zK",0.721,0.541,7,-8.623,0,0.0659,0.063,4.47e-06,0.165,0.263,96.046,256600,4,40.89462,9,1,0
"Lil Freak",11524,"2sdarYql1R0GAdFsdb4LDM",0.834,0.628,7,-6.616,1,0.0626,0.000879,0.000192,0.292,0.766,139.958,234253,4,53.6764,11,1,0
"Fake Love",7933,"343YBumqHu19cGoGARUTsd",0.928,0.481,9,-9.35,0,0.287,0.105,0,0.176,0.613,134.007,210937,4,29.14125,12,1,1
"Enemies",11525,"0Xek5rqai2jcOWCYWJfVCF",0.542,0.674,6,-4.169,1,0.21,0.0588,0,0.0955,0.667,76.388,196760,4,30.23263,9,1,1
"Get It Together",11528,"7y6c07pgjZvtHI9kuMVqk1",0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,250337,4,82.95539,8,1,1
"The A Team",9266,"1VdZ0vKfR5jneCmWIUAMxK",0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996,258373,4,23.685,13,1,0
"We'll Be Fine",11529,"7udsBKuqnJ5csWTAkR0vEI",0.386,0.488,1,-7.303,0,0.422,0.00171,0,0.64,0.217,193.397,247947,4,53.66328,10,1,1
"Something In The Water",6598,"10RQKVSr4rS0coExTmi4dF",0.451,0.893,7,-2.721,1,0.0627,0.0243,0,0.0813,0.0971,139.763,238173,4,22.13231,9,1,0
"Pillowtalk",9845,"0PDUDa38GO8lMxLCRc4lL1",0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,202747,4,30.89377,7,1,1
"Nevergreen",8845,"6DsGpDGIDRv8EFGgW10T1p",0.523,0.411,3,-9.797,0,0.0276,0.398,0.87,0.148,0.236,170.935,215960,4,45.80429,10,0,0
"Pure Water",11536,"3j84U36KvLeXNDPv4t5pI8",0.682,0.559,0,-5.545,1,0.127,0.174,0,0.344,0.137,202.015,192471,4,43.06084,9,1,1
"Candy",11537,"1VJwtWR6z7SpZRwipI12be",0.689,0.516,8,-5.857,1,0.0444,0.513,0,0.163,0.209,124.876,190920,4,47.32485,9,1,1
"Tunnel Vision",10062,"4Q3N4Ct4zCuIHuZ65E3BD4",0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,268187,4,34.34979,9,1,1
"Party On Fifth Ave.",9955,"24OMJgeZvpSu92TbAe2WYh",0.594,0.823,9,-5.21,1,0.332,0.0635,0,0.095,0.663,97.101,173516,4,21.18371,8,1,1
"See You Again",11539,"2JzZzZUQj3Qff7wapcbKjc",0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4,38.04176,10,1,0
